Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.67     0.00    20002     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::push_back(p3Df const&)
  0.00      1.67     0.00    17675     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      1.67     0.00    15929     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      1.67     0.00    10814     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.00      1.67     0.00    10814     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      1.67     0.00    10230     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      1.67     0.00    10230     0.00     0.00  std::vector<int, std::allocator<int> >::max_size() const
  0.00      1.67     0.00    10230     0.00     0.00  int* std::__uninitialized_copy<true>::uninitialized_copy<int*, int*>(int*, int*, int*)
  0.00      1.67     0.00    10230     0.00     0.00  int* std::__copy_move_a<false, int*, int*>(int*, int*, int*)
  0.00      1.67     0.00    10230     0.00     0.00  int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*)
  0.00      1.67     0.00    10230     0.00     0.00  int* std::uninitialized_copy<int*, int*>(int*, int*, int*)
  0.00      1.67     0.00    10230     0.00     0.00  int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>&)
  0.00      1.67     0.00    10230     0.00     0.00  int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  0.00      1.67     0.00    10230     0.00     0.00  int* std::copy<int*, int*>(int*, int*, int*)
  0.00      1.67     0.00     6861     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      1.67     0.00     6861     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      1.67     0.00     6861     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      1.67     0.00     6277     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int)
  0.00      1.67     0.00     5699     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*)
  0.00      1.67     0.00     5699     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int)
  0.00      1.67     0.00     5691     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int)
  0.00      1.67     0.00     5148     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      1.67     0.00     5115     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      1.67     0.00     5115     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const
  0.00      1.67     0.00     5115     0.00     0.00  std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      1.67     0.00     5115     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      1.67     0.00     5115     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      1.67     0.00     1168     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      1.67     0.00     1168     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      1.67     0.00     1168     0.00     0.00  std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::__b(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      1.67     0.00     1168     0.00     0.00  std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::__b(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      1.67     0.00     1162     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      1.67     0.00     1162     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      1.67     0.00     1162     0.00     0.00  std::allocator<int>::allocator()
  0.00      1.67     0.00     1162     0.00     0.00  std::allocator<int>::~allocator()
  0.00      1.67     0.00     1162     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl()
  0.00      1.67     0.00     1162     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      1.67     0.00     1162     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      1.67     0.00     1162     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      1.67     0.00     1162     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      1.67     0.00     1161     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      1.67     0.00     1160     0.00     0.00  tetracone::tetracone()
  0.00      1.67     0.00      584     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      1.67     0.00      584     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.00      1.67     0.00      584     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.00      1.67     0.00      584     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      1.67     0.00      584     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00      1.67     0.00      584     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&)
  0.00      1.67     0.00      584     0.00     0.00  int* std::__uninitialized_copy<true>::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      1.67     0.00      584     0.00     0.00  std::vector<int, std::allocator<int> >::_M_erase_at_end(int*)
  0.00      1.67     0.00      584     0.00     0.00  std::vector<int, std::allocator<int> >::clear()
  0.00      1.67     0.00      584     0.00     0.00  std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
  0.00      1.67     0.00      584     0.00     0.00  int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
  0.00      1.67     0.00      584     0.00     0.00  int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      1.67     0.00      584     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      1.67     0.00      584     0.00     0.00  int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  0.00      1.67     0.00      584     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      1.67     0.00      576     0.00     0.00  tetracone::~tetracone()
  0.00      1.67     0.00      102     0.00     0.00  std::__niter_base<triangle*, false>::__b(triangle*)
  0.00      1.67     0.00       96     0.00     0.00  std::__niter_base<p3Df*, false>::__b(p3Df*)
  0.00      1.67     0.00       68     0.00     0.00  __gnu_cxx::__normal_iterator<triangle*, std::vector<triangle, std::allocator<triangle> > >::base() const
  0.00      1.67     0.00       68     0.00     0.00  std::__miter_base<triangle*, false>::__b(triangle*)
  0.00      1.67     0.00       64     0.00     0.00  __gnu_cxx::__normal_iterator<p3Df*, std::vector<p3Df, std::allocator<p3Df> > >::base() const
  0.00      1.67     0.00       64     0.00     0.00  std::__miter_base<p3Df*, false>::__b(p3Df*)
  0.00      1.67     0.00       54     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_M_get_Tp_allocator()
  0.00      1.67     0.00       53     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_M_get_Tp_allocator()
  0.00      1.67     0.00       51     0.00     0.00  __gnu_cxx::new_allocator<triangle>::max_size() const
  0.00      1.67     0.00       48     0.00     0.00  __gnu_cxx::new_allocator<p3Df>::max_size() const
  0.00      1.67     0.00       34     0.00     0.00  __gnu_cxx::__normal_iterator<triangle*, std::vector<triangle, std::allocator<triangle> > >::__normal_iterator(triangle* const&)
  0.00      1.67     0.00       34     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_M_get_Tp_allocator() const
  0.00      1.67     0.00       34     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::max_size() const
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<triangle>(triangle const*, triangle const*, triangle*)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::__uninitialized_copy<true>::uninitialized_copy<triangle*, triangle*>(triangle*, triangle*, triangle*)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::__copy_move_a<false, triangle*, triangle*>(triangle*, triangle*, triangle*)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::__copy_move_a2<false, triangle*, triangle*>(triangle*, triangle*, triangle*)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::uninitialized_copy<triangle*, triangle*>(triangle*, triangle*, triangle*)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::__uninitialized_copy_a<triangle*, triangle*, triangle>(triangle*, triangle*, triangle*, std::allocator<triangle>&)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::__uninitialized_move_a<triangle*, triangle*, std::allocator<triangle> >(triangle*, triangle*, triangle*, std::allocator<triangle>&)
  0.00      1.67     0.00       34     0.00     0.00  triangle* std::copy<triangle*, triangle*>(triangle*, triangle*, triangle*)
  0.00      1.67     0.00       32     0.00     0.00  __gnu_cxx::__normal_iterator<p3Df*, std::vector<p3Df, std::allocator<p3Df> > >::__normal_iterator(p3Df* const&)
  0.00      1.67     0.00       32     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_M_get_Tp_allocator() const
  0.00      1.67     0.00       32     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::max_size() const
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<p3Df>(p3Df const*, p3Df const*, p3Df*)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::__uninitialized_copy<true>::uninitialized_copy<p3Df*, p3Df*>(p3Df*, p3Df*, p3Df*)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::__copy_move_a<false, p3Df*, p3Df*>(p3Df*, p3Df*, p3Df*)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::__copy_move_a2<false, p3Df*, p3Df*>(p3Df*, p3Df*, p3Df*)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::uninitialized_copy<p3Df*, p3Df*>(p3Df*, p3Df*, p3Df*)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::__uninitialized_copy_a<p3Df*, p3Df*, p3Df>(p3Df*, p3Df*, p3Df*, std::allocator<p3Df>&)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::__uninitialized_move_a<p3Df*, p3Df*, std::allocator<p3Df> >(p3Df*, p3Df*, p3Df*, std::allocator<p3Df>&)
  0.00      1.67     0.00       32     0.00     0.00  p3Df* std::copy<p3Df*, p3Df*>(p3Df*, p3Df*, p3Df*)
  0.00      1.67     0.00       22     0.00     0.00  void std::_Destroy_aux<true>::__destroy<p3Df*>(p3Df*, p3Df*)
  0.00      1.67     0.00       22     0.00     0.00  void std::_Destroy<p3Df*>(p3Df*, p3Df*)
  0.00      1.67     0.00       22     0.00     0.00  void std::_Destroy<p3Df*, p3Df>(p3Df*, p3Df*, std::allocator<p3Df>&)
  0.00      1.67     0.00       19     0.00     0.00  void std::_Destroy_aux<true>::__destroy<triangle*>(triangle*, triangle*)
  0.00      1.67     0.00       19     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_M_deallocate(p3Df*, unsigned int)
  0.00      1.67     0.00       19     0.00     0.00  void std::_Destroy<triangle*>(triangle*, triangle*)
  0.00      1.67     0.00       19     0.00     0.00  void std::_Destroy<triangle*, triangle>(triangle*, triangle*, std::allocator<triangle>&)
  0.00      1.67     0.00       18     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_M_deallocate(triangle*, unsigned int)
  0.00      1.67     0.00       17     0.00     0.00  __gnu_cxx::new_allocator<triangle>::deallocate(triangle*, unsigned int)
  0.00      1.67     0.00       17     0.00     0.00  __gnu_cxx::new_allocator<triangle>::allocate(unsigned int, void const*)
  0.00      1.67     0.00       17     0.00     0.00  __gnu_cxx::__normal_iterator<triangle*, std::vector<triangle, std::allocator<triangle> > >::difference_type __gnu_cxx::operator-<triangle*, std::vector<triangle, std::allocator<triangle> > >(__gnu_cxx::__normal_iterator<triangle*, std::vector<triangle, std::allocator<triangle> > > const&, __gnu_cxx::__normal_iterator<triangle*, std::vector<triangle, std::allocator<triangle> > > const&)
  0.00      1.67     0.00       17     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::_M_check_len(unsigned int, char const*) const
  0.00      1.67     0.00       17     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_M_allocate(unsigned int)
  0.00      1.67     0.00       17     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::_M_insert_aux(__gnu_cxx::__normal_iterator<triangle*, std::vector<triangle, std::allocator<triangle> > >, triangle const&)
  0.00      1.67     0.00       17     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::end()
  0.00      1.67     0.00       17     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::begin()
  0.00      1.67     0.00       16     0.00     0.00  tetraPointLimits(signcoordB*)
  0.00      1.67     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<p3Df>::deallocate(p3Df*, unsigned int)
  0.00      1.67     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<p3Df>::allocate(unsigned int, void const*)
  0.00      1.67     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<p3Df*, std::vector<p3Df, std::allocator<p3Df> > >::difference_type __gnu_cxx::operator-<p3Df*, std::vector<p3Df, std::allocator<p3Df> > >(__gnu_cxx::__normal_iterator<p3Df*, std::vector<p3Df, std::allocator<p3Df> > > const&, __gnu_cxx::__normal_iterator<p3Df*, std::vector<p3Df, std::allocator<p3Df> > > const&)
  0.00      1.67     0.00       16     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::_M_check_len(unsigned int, char const*) const
  0.00      1.67     0.00       16     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_M_allocate(unsigned int)
  0.00      1.67     0.00       16     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::_M_insert_aux(__gnu_cxx::__normal_iterator<p3Df*, std::vector<p3Df, std::allocator<p3Df> > >, p3Df const&)
  0.00      1.67     0.00       16     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::end()
  0.00      1.67     0.00       16     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::begin()
  0.00      1.67     0.00        8     0.00     0.00  eraseTetratree(node*)
  0.00      1.67     0.00        8     0.00     0.21  generateTetraTree(unsigned int, unsigned int, std::vector<int, std::allocator<int> >, node*, mesh*, p3Df)
  0.00      1.67     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<p3Df>::new_allocator()
  0.00      1.67     0.00        6     0.00     0.00  std::allocator<p3Df>::allocator()
  0.00      1.67     0.00        6     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_Vector_impl::_Vector_impl()
  0.00      1.67     0.00        6     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_Vector_base()
  0.00      1.67     0.00        6     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::vector()
  0.00      1.67     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<p3Df>::~new_allocator()
  0.00      1.67     0.00        3     0.00     0.00  std::allocator<p3Df>::~allocator()
  0.00      1.67     0.00        3     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::_Vector_impl::~_Vector_impl()
  0.00      1.67     0.00        3     0.00     0.00  std::_Vector_base<p3Df, std::allocator<p3Df> >::~_Vector_base()
  0.00      1.67     0.00        3     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::_M_erase_at_end(p3Df*)
  0.00      1.67     0.00        3     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::clear()
  0.00      1.67     0.00        3     0.00     0.00  std::vector<p3Df, std::allocator<p3Df> >::~vector()
  0.00      1.67     0.00        2     0.00     0.00  mesh::mesh()
  0.00      1.67     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<triangle>::new_allocator()
  0.00      1.67     0.00        2     0.00     0.00  std::allocator<triangle>::allocator()
  0.00      1.67     0.00        2     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_Vector_impl::_Vector_impl()
  0.00      1.67     0.00        2     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_Vector_base()
  0.00      1.67     0.00        2     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::vector()
  0.00      1.67     0.00        1     0.00     0.00  global constructors keyed to contador
  0.00      1.67     0.00        1     0.00     0.00  global constructors keyed to tiempo1
  0.00      1.67     0.00        1     0.00     0.00  eraseTetratree(tetratree*)
  0.00      1.67     0.00        1     0.00     1.66  generateTetraTree(unsigned int, unsigned int, tetratree*, mesh*)
  0.00      1.67     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.67     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.67     0.00        1     0.00     0.00  loadOBJ(mesh*, char*)
  0.00      1.67     0.00        1     0.00     0.00  mesh::~mesh()
  0.00      1.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<triangle>::~new_allocator()
  0.00      1.67     0.00        1     0.00     0.00  std::allocator<triangle>::~allocator()
  0.00      1.67     0.00        1     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::_Vector_impl::~_Vector_impl()
  0.00      1.67     0.00        1     0.00     0.00  std::_Vector_base<triangle, std::allocator<triangle> >::~_Vector_base()
  0.00      1.67     0.00        1     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::_M_erase_at_end(triangle*)
  0.00      1.67     0.00        1     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::clear()
  0.00      1.67     0.00        1     0.00     0.00  std::vector<triangle, std::allocator<triangle> >::~vector()

			Call graph


granularity: each sample hit covers 4 byte(s) for 0.60% of 1.67 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.7    0.00    1.66                 main [1]
                0.00    1.66       1/1           generateTetraTree(unsigned int, unsigned int, tetratree*, mesh*) [2]
                0.00    0.00       1/1           loadOBJ(mesh*, char*) [12]
                0.00    0.00   40004/80073       std::vector<triangle, std::allocator<triangle> >::size() const [24]
                0.00    0.00   40000/3407040     std::vector<triangle, std::allocator<triangle> >::operator[](unsigned int) [20]
                0.00    0.00       4/20073       std::vector<p3Df, std::allocator<p3Df> >::size() const [30]
                0.00    0.00       2/2           mesh::mesh() [157]
                0.00    0.00       1/1           eraseTetratree(tetratree*) [165]
-----------------------------------------------
                0.00    1.66       1/1           main [1]
[2]     99.6    0.00    1.66       1         generateTetraTree(unsigned int, unsigned int, tetratree*, mesh*) [2]
                0.00    1.66       8/8           generateTetraTree(unsigned int, unsigned int, std::vector<int, std::allocator<int> >, node*, mesh*, p3Df) [3]
                0.00    0.00   60006/20489125     std::vector<p3Df, std::allocator<p3Df> >::operator[](unsigned int) [9]
                0.00    0.00   40000/224551      std::vector<int, std::allocator<int> >::push_back(int const&) [13]
                0.00    0.00       8/584         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00   40001/80073       std::vector<triangle, std::allocator<triangle> >::size() const [24]
                0.00    0.00   20005/20073       std::vector<p3Df, std::allocator<p3Df> >::size() const [30]
                0.00    0.00       9/1161        std::vector<int, std::allocator<int> >::~vector() [70]
                0.00    0.00       8/1160        tetracone::tetracone() [71]
                0.00    0.00       1/1162        std::vector<int, std::allocator<int> >::vector() [69]
-----------------------------------------------
                                 576             generateTetraTree(unsigned int, unsigned int, std::vector<int, std::allocator<int> >, node*, mesh*, p3Df) [3]
                0.00    1.66       8/8           generateTetraTree(unsigned int, unsigned int, tetratree*, mesh*) [2]
[3]     99.6    0.00    1.66       8+576     generateTetraTree(unsigned int, unsigned int, std::vector<int, std::allocator<int> >, node*, mesh*, p3Df) [3]
                0.16    1.49  841760/841760      clasifyTriang(tetracone*, int, mesh*, p3Df) [4]
                0.01    0.00  843096/864140      std::vector<int, std::allocator<int> >::size() const [10]
                0.00    0.00     576/584         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00  841760/841760      std::vector<int, std::allocator<int> >::operator[](unsigned int) [21]
                0.00    0.00    1152/1160        tetracone::tetracone() [71]
                0.00    0.00     576/1161        std::vector<int, std::allocator<int> >::~vector() [70]
                                 576             generateTetraTree(unsigned int, unsigned int, std::vector<int, std::allocator<int> >, node*, mesh*, p3Df) [3]
-----------------------------------------------
                0.16    1.49  841760/841760      generateTetraTree(unsigned int, unsigned int, std::vector<int, std::allocator<int> >, node*, mesh*, p3Df) [3]
[4]     99.0    0.16    1.49  841760         clasifyTriang(tetracone*, int, mesh*, p3Df) [4]
                0.21    0.66 5916048/5916048     tetraSeg(p3Df, p3Df, p3Df, p3Df, p3Df) [6]
                0.10    0.22 1974951/1974951     tetraPoint(p3Df, p3Df, p3Df, p3Df, p3Df) [7]
                0.01    0.24 2192170/2192170     tetraPoint(p3Df, p3Df, p3Df, p3Df, p3Df, int) [8]
                0.06    0.00 19949119/20489125     std::vector<p3Df, std::allocator<p3Df> >::operator[](unsigned int) [9]
                0.00    0.00  184551/224551      std::vector<int, std::allocator<int> >::push_back(int const&) [13]
                0.00    0.00 3367040/3407040     std::vector<triangle, std::allocator<triangle> >::operator[](unsigned int) [20]
-----------------------------------------------
                0.22    0.00 1974951/10083169     tetraPoint(p3Df, p3Df, p3Df, p3Df, p3Df) [7]
                0.24    0.00 2192170/10083169     tetraPoint(p3Df, p3Df, p3Df, p3Df, p3Df, int) [8]
                0.66    0.00 5916048/10083169     tetraSeg(p3Df, p3Df, p3Df, p3Df, p3Df) [6]
[5]     67.1    1.12    0.00 10083169         signcoordBary(p3Df, p3Df, p3Df, p3Df, p3Df, int, signcoordB*) [5]
-----------------------------------------------
                0.21    0.66 5916048/5916048     clasifyTriang(tetracone*, int, mesh*, p3Df) [4]
[6]     51.9    0.21    0.66 5916048         tetraSeg(p3Df, p3Df, p3Df, p3Df, p3Df) [6]
                0.66    0.00 5916048/10083169     signcoordBary(p3Df, p3Df, p3Df, p3Df, p3Df, int, signcoordB*) [5]
-----------------------------------------------
                0.10    0.22 1974951/1974951     clasifyTriang(tetracone*, int, mesh*, p3Df) [4]
[7]     18.8    0.10    0.22 1974951         tetraPoint(p3Df, p3Df, p3Df, p3Df, p3Df) [7]
                0.22    0.00 1974951/10083169     signcoordBary(p3Df, p3Df, p3Df, p3Df, p3Df, int, signcoordB*) [5]
                0.00    0.00      16/16          tetraPointLimits(signcoordB*) [135]
-----------------------------------------------
                0.01    0.24 2192170/2192170     clasifyTriang(tetracone*, int, mesh*, p3Df) [4]
[8]     15.2    0.01    0.24 2192170         tetraPoint(p3Df, p3Df, p3Df, p3Df, p3Df, int) [8]
                0.24    0.00 2192170/10083169     signcoordBary(p3Df, p3Df, p3Df, p3Df, p3Df, int, signcoordB*) [5]
-----------------------------------------------
                0.00    0.00   60006/20489125     generateTetraTree(unsigned int, unsigned int, tetratree*, mesh*) [2]
                0.00    0.00  480000/20489125     loadOBJ(mesh*, char*) [12]
                0.06    0.00 19949119/20489125     clasifyTriang(tetracone*, int, mesh*, p3Df) [4]
[9]      3.6    0.06    0.00 20489125         std::vector<p3Df, std::allocator<p3Df> >::operator[](unsigned int) [9]
-----------------------------------------------
                0.00    0.00     584/864140      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [16]
